#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRhop;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
CasePendulum;bif3fe7x-DualSPHysics5 v5.0.140 (18-07-2020);22-03-2021 15:41:55;7828;131.353821;21.891745;131.488770;763000;1567716;37520;0.0168448336;6.000153;601;0;7828;1428;Gpu_0?="GeForce GTX 1050";CellsFull - Pos-Cell - Single-Gpu - BsForcesBound=128 (48 regs) - BsForcesFluid=128 (60 regs);CasePendulum - 3D - DBC - Symplectic - Wendland - Visco_Artificial(0.01b1) - DDT0 - Ft-Chrono - RhopOut(700-1300);7828;7200;0.050000;0.086603;0;0;0.085164;3.728760;0.286303;5.002998;9.888072;3.037767;0.183393;7.607287;19.552834;0.000000;1.195878;5.269055;0.000000;0.000000;0.000000;0.284965;0.001460;19.865570;0.000000;0.000000
