part;time [s];fvel.x [m/s];fvel.y [m/s];fvel.z [m/s];fomega.x [rad/s];fomega.y [rad/s];fomega.z [rad/s];center.x [m];center.y [m];center.z [m];surge [m];heave [m];pitch [deg]
100;  1.000022579209E+00;  1.4394252E+00;  0.0000000E+00; -1.4688679E+00;  0.0000000E+00;  1.6257725E+01;  0.0000000E+00;  1.901763755340E+00;  0.000000000000E+00;  1.477184577535E-01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00
101;  1.010011338861E+00;  1.1848515E+00;  0.0000000E+00; -1.5241022E+00;  0.0000000E+00;  1.1806677E+01;  0.0000000E+00;  1.914882685481E+00;  0.000000000000E+00;  1.327275982931E-01;  1.3118045E-02; -1.4991394E-02; -7.7186772E+00
102;  1.020000098512E+00;  7.2735220E-01;  0.0000000E+00; -1.4807889E+00;  0.0000000E+00;  1.2574352E+01;  0.0000000E+00;  1.924902795643E+00;  0.000000000000E+00;  1.173138496567E-01;  2.3137341E-02; -3.0405339E-02; -1.4395905E+01
103;  1.030011663551E+00;  4.4707742E-01;  0.0000000E+00; -1.2204525E+00;  0.0000000E+00;  9.1878901E+00;  0.0000000E+00;  1.930213071404E+00;  0.000000000000E+00;  1.039318624239E-01;  2.8446811E-02; -4.3787347E-02; -2.1048939E+01
104;  1.040000423203E+00;  1.3580009E-01;  0.0000000E+00; -9.3238407E-01;  0.0000000E+00;  8.2422209E+00;  0.0000000E+00;  1.933178243168E+00;  0.000000000000E+00;  9.298711202557E-02;  3.1411460E-02; -5.4731971E-02; -2.5720750E+01
105;  1.050011988241E+00; -2.9773742E-01;  0.0000000E+00; -6.6840243E-01;  0.0000000E+00;  6.9350524E+00;  0.0000000E+00;  1.932194276238E+00;  0.000000000000E+00;  8.555848226851E-02;  3.0427081E-02; -6.2160411E-02; -3.0247716E+01
106;  1.060000747893E+00; -3.6853632E-01;  0.0000000E+00; -4.3945324E-01;  0.0000000E+00;  7.2780218E+00;  0.0000000E+00;  1.928521157394E+00;  0.000000000000E+00;  7.994143001941E-02;  2.6753698E-02; -6.7777254E-02; -3.3939154E+01
107;  1.070012312932E+00; -1.8556914E-01;  0.0000000E+00;  2.2579049E-01;  0.0000000E+00;  1.4620774E+01;  0.0000000E+00;  1.925971435902E+00;  0.000000000000E+00;  7.842887480869E-02;  2.4203460E-02; -6.9289454E-02; -3.9266479E+01
108;  1.080001072583E+00; -1.3772535E-01;  0.0000000E+00;  3.5747267E-02;  0.0000000E+00;  8.1932621E+00;  0.0000000E+00;  1.924008581951E+00;  0.000000000000E+00;  7.984107921362E-02;  2.2239768E-02; -6.7876627E-02; -4.5971848E+01
109;  1.090012637622E+00;  1.1019103E-01;  0.0000000E+00; -1.0067467E-01;  0.0000000E+00; -3.2092168E+00;  0.0000000E+00;  1.924350218888E+00;  0.000000000000E+00;  7.949477964826E-02;  2.2581294E-02; -6.8222771E-02; -4.7446879E+01
110;  1.100001397274E+00;  2.0086786E-02;  0.0000000E+00; -2.2959889E-01;  0.0000000E+00; -6.0488310E+00;  0.0000000E+00;  1.925030912880E+00;  0.000000000000E+00;  7.745254320759E-02;  2.3261815E-02; -7.0265289E-02; -4.4226686E+01
111;  1.110022585167E+00;  5.4368768E-02;  0.0000000E+00; -3.5753068E-02;  0.0000000E+00;  6.6822171E+00;  0.0000000E+00;  1.925346026109E+00;  0.000000000000E+00;  7.567707139162E-02;  2.3576742E-02; -7.2040865E-02; -4.2887293E+01
112;  1.120011344819E+00;  1.5656206E-01;  0.0000000E+00; -3.6543012E-01;  0.0000000E+00;  3.9897959E+00;  0.0000000E+00;  1.926034357456E+00;  0.000000000000E+00;  7.254585295871E-02;  2.4264883E-02; -7.5171676E-02; -4.6659044E+01
113;  1.130000104470E+00;  7.5413279E-02;  0.0000000E+00; -2.2351521E-01;  0.0000000E+00;  3.0934350E+00;  0.0000000E+00;  1.927263549769E+00;  0.000000000000E+00;  7.031683920748E-02;  2.5493946E-02; -7.7400487E-02; -4.8525886E+01
