part;time [s];fvel.x [m/s];fvel.y [m/s];fvel.z [m/s];fomega.x [rad/s];fomega.y [rad/s];fomega.z [rad/s];center.x [m];center.y [m];center.z [m];surge [m];heave [m];pitch [deg]
100;  1.000022579209E+00;  1.2497270E-01;  0.0000000E+00; -1.1760863E-02;  0.0000000E+00; -8.3086446E-02;  0.0000000E+00;  2.874853296031E+00;  0.000000000000E+00;  1.034336524652E+00;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00
101;  1.010011338861E+00;  1.3121900E-01;  0.0000000E+00; -4.1927136E-02;  0.0000000E+00; -3.8210522E-02;  0.0000000E+00;  2.876108680157E+00;  0.000000000000E+00;  1.033853454516E+00;  1.2554299E-03; -4.8303296E-04;  4.0447273E-02
102;  1.020000098512E+00;  1.3654906E-01;  0.0000000E+00; -1.9554127E-02;  0.0000000E+00; -9.3753770E-02;  0.0000000E+00;  2.877486954053E+00;  0.000000000000E+00;  1.033809823540E+00;  2.6335696E-03; -5.2669823E-04;  6.3846385E-02
103;  1.030011663551E+00;  1.5203744E-01;  0.0000000E+00;  7.6643345E-03;  0.0000000E+00;  9.1200493E-02;  0.0000000E+00;  2.878923944070E+00;  0.000000000000E+00;  1.033616029183E+00;  4.0705866E-03; -7.2054829E-04;  5.6512453E-02
104;  1.040000423203E+00;  1.6014963E-01;  0.0000000E+00;  5.7198096E-02;  0.0000000E+00;  5.8242563E-02;  0.0000000E+00;  2.880478192310E+00;  0.000000000000E+00;  1.033905162844E+00;  5.6248407E-03; -4.3140304E-04;  1.0367910E-02
105;  1.050011988241E+00;  1.6745424E-01;  0.0000000E+00;  3.3409622E-02;  0.0000000E+00;  1.5990798E-01;  0.0000000E+00;  2.882075918610E+00;  0.000000000000E+00;  1.034156143987E+00;  7.2226340E-03; -1.8040990E-04; -2.8442779E-02
106;  1.060000747893E+00;  1.7704996E-01;  0.0000000E+00;  8.5647278E-02;  0.0000000E+00;  1.2476581E-01;  0.0000000E+00;  2.883784198109E+00;  0.000000000000E+00;  1.034649221666E+00;  8.9307985E-03;  3.1268255E-04; -1.0071178E-01
107;  1.070012312932E+00;  1.8771233E-01;  0.0000000E+00;  9.3996450E-02;  0.0000000E+00;  1.3306344E-01;  0.0000000E+00;  2.885604101199E+00;  0.000000000000E+00;  1.035666238523E+00;  1.0750789E-02;  1.3297660E-03; -1.6173050E-01
108;  1.080001072583E+00;  1.9307937E-01;  0.0000000E+00;  1.0649216E-01;  0.0000000E+00;  7.6078244E-02;  0.0000000E+00;  2.887502279987E+00;  0.000000000000E+00;  1.036581307237E+00;  1.2648882E-02;  2.2447486E-03; -2.2036867E-01
109;  1.090012637622E+00;  2.0134398E-01;  0.0000000E+00;  8.5269846E-02;  0.0000000E+00;  6.7625813E-02;  0.0000000E+00;  2.889506159320E+00;  0.000000000000E+00;  1.037762952852E+00;  1.4652813E-02;  3.4264315E-03; -2.7905133E-01
110;  1.100001397274E+00;  2.1239752E-01;  0.0000000E+00;  1.2741122E-01;  0.0000000E+00;  5.7634119E-02;  0.0000000E+00;  2.891613066416E+00;  0.000000000000E+00;  1.039017434017E+00;  1.6759731E-02;  4.6809121E-03; -3.4100508E-01
111;  1.110022585167E+00;  2.2851719E-01;  0.0000000E+00;  1.6519307E-01;  0.0000000E+00;  8.6692855E-02;  0.0000000E+00;  2.893812670919E+00;  0.000000000000E+00;  1.040543937233E+00;  1.8959419E-02;  6.2074501E-03; -3.8345839E-01
112;  1.120011344819E+00;  2.3702097E-01;  0.0000000E+00;  1.9233762E-01;  0.0000000E+00;  2.4682963E-02;  0.0000000E+00;  2.896176613602E+00;  0.000000000000E+00;  1.042567787745E+00;  2.1323315E-02;  8.2312747E-03; -4.2645700E-01
113;  1.130000104470E+00;  2.5098252E-01;  0.0000000E+00;  2.3751336E-01;  0.0000000E+00;  8.5306600E-02;  0.0000000E+00;  2.898592560089E+00;  0.000000000000E+00;  1.044611214797E+00;  2.3739209E-02;  1.0274670E-02; -4.5398985E-01
114;  1.140018941373E+00;  2.5294864E-01;  0.0000000E+00;  1.9497085E-01;  0.0000000E+00;  1.6552769E-02;  0.0000000E+00;  2.901144599944E+00;  0.000000000000E+00;  1.046852615153E+00;  2.6291282E-02;  1.2516108E-02; -4.8686567E-01
115;  1.150023377109E+00;  2.6281101E-01;  0.0000000E+00;  2.4292742E-01;  0.0000000E+00;  2.2837015E-02;  0.0000000E+00;  2.903727104150E+00;  0.000000000000E+00;  1.048964782071E+00;  2.8873921E-02;  1.4628292E-02; -5.1776971E-01
