#RunName;Rcode-VersionInfo;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;GPIPS;PhysicalTime;PartFiles;PartsOut;MaxParticles;MaxCells;Hardware;RunMode;Configuration;Nbound;Nfixed;Dp;H;PartsOutRhop;PartsOutVel;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
CaseOpenFtMove;1wdgvduj-DualSPHysics5 v5.0.140 (18-07-2020);28-07-2020 12:59:22;7701;39.425262;39.424374;39.547821;843780;1622579;15505;0.0694411215;1.000023;101;0;8007;1120;Gpu_0?="GeForce GTX 1050";CellsFull - Pos-Cell - Single-Gpu - BsForcesBound=128 (48 regs) - BsForcesFluid=128 (60 regs) - BsForcesDem=128 (56 regs);CaseOpenFtMove - 2D - DBC - Verlet - (40) - Wendland - Visco_Artificial(0.02b1) - DDT2(0.1) - Ft-DCDEM - Periodic_Axis-X - RhopOut(700-1300);333;151;0.020000;0.028284;0;0;0.058940;3.528960;0.075632;2.666869;2.718245;1.643794;0.037945;2.185824;5.913009;0.000000;0.466101;1.532189;1.295402;4.113296;0.003081;0.057240;0.000257;0.000000;0.000000;0.000000
