 ;PosX [m]:;0.5
 ;PosY [m]:;0
 ;PosZ [m]:;0.973284
Part;Time [s];Elevation_0 [m]
100;1.00002;0.973284
101;1.01001;0.974566
102;1.02;0.97598
103;1.03001;0.977646
104;1.04;0.979224
105;1.05001;0.981188
106;1.06;0.983228
107;1.07001;0.98542
108;1.08;0.98762
109;1.09001;0.989996
110;1.1;0.992391
111;1.11002;0.994996
112;1.12001;0.997358
113;1.13;1.00005
114;1.14002;1.00279
115;1.15002;1.00532
116;1.16002;1.00771
117;1.17001;1.01048
118;1.18002;1.01348
119;1.19002;1.01605
120;1.20001;1.01848
121;1.21001;1.02113
122;1.22;1.02408
123;1.23001;1.02674
124;1.24001;1.02932
125;1.25002;1.03255
126;1.26001;1.03605
127;1.27002;1.03975
128;1.28001;1.04403
129;1.29;1.0485
130;1.30001;1.05351
131;1.31002;1.05808
132;1.32001;1.06281
133;1.33002;1.06677
134;1.34001;1.07021
135;1.35002;1.07361
136;1.36001;1.07612
137;1.37002;1.0784
138;1.38001;1.08032
139;1.39002;1.0821
140;1.40001;1.08327
141;1.41002;1.08518
142;1.42001;1.08794
143;1.43002;1.0919
144;1.44001;1.09594
145;1.45002;1.10044
146;1.46001;1.10486
147;1.47002;1.10836
148;1.48001;1.11201
149;1.49002;1.11482
150;1.50001;1.1171
151;1.51002;1.11891
152;1.52001;1.12079
153;1.53002;1.12224
154;1.54001;1.12337
155;1.55002;1.12434
156;1.56001;1.1252
157;1.57002;1.12581
158;1.58001;1.12642
159;1.59002;1.12665
160;1.60001;1.12697
161;1.61;1.12706
162;1.62001;1.12691
163;1.63;1.12675
164;1.64001;1.12597
165;1.65;1.12529
166;1.66001;1.12394
167;1.67;1.12211
168;1.68001;1.11966
169;1.69;1.11717
170;1.70001;1.11415
171;1.71;1.11033
172;1.72001;1.10698
173;1.73;1.10346
174;1.74001;1.09963
175;1.75;1.09576
176;1.76001;1.09151
177;1.77;1.08692
178;1.78001;1.0816
179;1.79;1.07639
180;1.80001;1.07136
181;1.81;1.06604
182;1.82001;1.06067
183;1.83;1.05577
184;1.84001;1.05093
185;1.85;1.04602
186;1.86001;1.04103
187;1.87;1.03678
188;1.88001;1.03221
189;1.89;1.02735
190;1.90001;1.02269
191;1.91;1.01777
192;1.92002;1.0128
193;1.93;1.00745
194;1.94002;1.00284
195;1.95;0.997846
196;1.96002;0.992954
197;1.97;0.988131
198;1.98002;0.983707
199;1.99;0.978787
200;2.00002;0.974165
201;2.01001;0.969888
202;2.02002;0.965728
203;2.03001;0.961522
204;2.04002;0.957961
205;2.05001;0.954514
206;2.06002;0.951131
207;2.07001;0.948147
208;2.08002;0.945627
209;2.09001;0.943024
210;2.10002;0.940428
211;2.11001;0.938929
212;2.12002;0.937681
213;2.13001;0.936831
214;2.14002;0.936356
215;2.15001;0.935555
216;2.16002;0.935351
217;2.17001;0.935639
218;2.18002;0.935986
219;2.19001;0.936354
220;2.20002;0.937199
221;2.21001;0.93878
222;2.22002;0.940863
223;2.23001;0.943385
224;2.24002;0.94585
225;2.25001;0.948326
226;2.26002;0.951443
227;2.27001;0.955487
228;2.28002;0.959252
229;2.29001;0.963718
230;2.30002;0.968117
231;2.31001;0.973726
232;2.32002;0.978893
233;2.33001;0.984606
234;2.34002;0.990038
235;2.35001;0.996115
236;2.36002;1.00207
237;2.37001;1.00784
238;2.38002;1.01416
239;2.39001;1.02008
240;2.4;1.02665
241;2.41001;1.03301
242;2.42;1.03937
243;2.43001;1.04617
244;2.44;1.05279
245;2.45001;1.05929
246;2.46;1.06668
247;2.47001;1.0745
248;2.48;1.08281
249;2.49001;1.09171
250;2.5;1.10029
251;2.51001;1.10863
252;2.52;1.11679
253;2.53001;1.12508
254;2.54;1.13415
255;2.55001;1.14314
256;2.56;1.15064
257;2.57001;1.15585
258;2.58;1.15476
259;2.59001;1.14547
260;2.6;1.13602
261;2.61002;1.13149
262;2.62;1.12847
263;2.63002;1.12674
264;2.64001;1.12724
265;2.65002;1.12725
266;2.66001;1.12533
267;2.67002;1.12262
268;2.68001;1.12263
269;2.69002;1.12362
270;2.70001;1.12248
271;2.71;1.12056
272;2.72001;1.12462
273;2.73;1.16071
274;2.74001;1.17666
275;2.75;1.18008
276;2.76001;1.17832
277;2.77;1.17253
278;2.78001;1.16326
279;2.79;1.15153
280;2.80001;1.13917
281;2.81;1.12966
282;2.82001;1.12343
283;2.83;1.11735
284;2.84001;1.11002
285;2.85;1.10176
286;2.86001;1.0923
287;2.87;1.08265
288;2.88001;1.07391
289;2.89;1.06617
290;2.90001;1.05956
291;2.91;1.05412
292;2.92001;1.04829
293;2.93;1.04302
294;2.94002;1.03768
295;2.95;1.03266
296;2.96002;1.02698
297;2.97;1.02152
298;2.98002;1.01645
299;2.99;1.01144
300;3.00002;1.00632
